generation,best_fitness,mean_fitness,std_fitness
161,-390.68702807624504,-797.2410441689773,622.9543117775048
162,-390.68702807624504,-795.3563885410141,561.9489177925336
163,-390.68702807624504,-777.7112682241612,543.5005547992362
164,-390.68702807624504,-768.182055317847,536.1324583542164
165,-390.68702807624504,-828.7081991057767,599.3329846745263
166,-390.68702807624504,-955.8708504865542,1441.265676384686
167,-390.68702807624504,-758.9530468606227,553.523345855174
168,-390.68702807624504,-804.9774396571127,577.756774613654
169,-390.68702807624504,-797.8546853971118,540.0722841041558
170,-390.68702807624504,-797.494107549412,563.1512713928429
171,-390.68702807624504,-826.0790307312525,598.6844722063921
172,-390.68702807624504,-774.2483041858414,529.2018323923398
173,-390.68702807624504,-831.4377283497402,586.2462271357524
174,-390.68702807624504,-900.8898373643032,652.1752402860711
175,-390.68702807624504,-772.3328148422535,542.8895953018338
176,-390.68702807624504,-841.9595479954266,663.3879465362629
177,-390.68702807624504,-931.9895719186134,1225.499631976681
178,-390.68702807624504,-808.8871278809378,570.2948965505234
179,-390.68702807624504,-806.2851641229701,603.3960488271231
180,-390.68702807624504,-761.5544565950611,516.9747579785113
181,-390.68702807624504,-834.3384846774362,566.5011076897531
182,-390.68702807624504,-763.0563868788049,565.7386961607288
183,-390.68702807624504,-809.910179306666,543.7602407075947
184,-390.68702807624504,-804.3671870761295,573.3856003600197
185,-390.68702807624504,-792.1013424466939,609.0282407704526
186,-390.68702807624504,-725.2013680669136,584.8043723293949
187,-390.68702807624504,-817.677636094721,569.282346289067
188,-390.68702807624504,-787.3593400438272,506.7163206960303
189,-390.68702807624504,-805.3517929275722,549.8855267496562
190,-390.68702807624504,-852.4707933707704,624.1579124875501
191,-390.68702807624504,-792.8378559059569,527.7354782696495
192,-390.68702807624504,-887.131750991448,728.1724139282269
193,-390.68702807624504,-773.8666113646306,549.4772475751923
194,-390.68702807624504,-804.3859417238468,597.1051126514789
195,-390.68702807624504,-766.9167186525723,538.4969300058186
196,-390.68702807624504,-868.6249939956585,699.8919019402911
197,-390.68702807624504,-865.9025804712923,639.8088280041065
198,-390.68702807624504,-860.606312662124,597.0411726707566
199,-390.68702807624504,-875.96431128382,605.6055923545143
200,-390.68702807624504,-838.2589214370465,650.9118141817793
201,-390.68702807624504,-811.0373732926261,570.635776644955
202,-390.68702807624504,-787.4328567829838,577.9124717052591
203,-390.68702807624504,-770.5037592892648,590.8778537204977
204,-390.68702807624504,-808.814378070622,581.4309046084833
